"team","season","name","team.1","position","situation","games_played","xGoalsPercentage","corsiPercentage","fenwickPercentage","iceTime","xOnGoalFor","xGoalsFor","xReboundsFor","xFreezeFor","xPlayStoppedFor","xPlayContinuedInZoneFor","xPlayContinuedOutsideZoneFor","flurryAdjustedxGoalsFor","scoreVenueAdjustedxGoalsFor","flurryScoreVenueAdjustedxGoalsFor","shotsOnGoalFor","missedShotsFor","blockedShotAttemptsFor","shotAttemptsFor","goalsFor","reboundsFor","reboundGoalsFor","freezeFor","playStoppedFor","playContinuedInZoneFor","playContinuedOutsideZoneFor","savedShotsOnGoalFor","savedUnblockedShotAttemptsFor","penaltiesFor","penalityMinutesFor","faceOffsWonFor","hitsFor","takeawaysFor","giveawaysFor","lowDangerShotsFor","mediumDangerShotsFor","highDangerShotsFor","lowDangerxGoalsFor","mediumDangerxGoalsFor","highDangerxGoalsFor","lowDangerGoalsFor","mediumDangerGoalsFor","highDangerGoalsFor","scoreAdjustedShotsAttemptsFor","unblockedShotAttemptsFor","scoreAdjustedUnblockedShotAttemptsFor","dZoneGiveawaysFor","xGoalsFromxReboundsOfShotsFor","xGoalsFromActualReboundsOfShotsFor","reboundxGoalsFor","totalShotCreditFor","scoreAdjustedTotalShotCreditFor","scoreFlurryAdjustedTotalShotCreditFor","xOnGoalAgainst","xGoalsAgainst","xReboundsAgainst","xFreezeAgainst","xPlayStoppedAgainst","xPlayContinuedInZoneAgainst","xPlayContinuedOutsideZoneAgainst","flurryAdjustedxGoalsAgainst","scoreVenueAdjustedxGoalsAgainst","flurryScoreVenueAdjustedxGoalsAgainst","shotsOnGoalAgainst","missedShotsAgainst","blockedShotAttemptsAgainst","shotAttemptsAgainst","goalsAgainst","reboundsAgainst","reboundGoalsAgainst","freezeAgainst","playStoppedAgainst","playContinuedInZoneAgainst","playContinuedOutsideZoneAgainst","savedShotsOnGoalAgainst","savedUnblockedShotAttemptsAgainst","penaltiesAgainst","penalityMinutesAgainst","faceOffsWonAgainst","hitsAgainst","takeawaysAgainst","giveawaysAgainst","lowDangerShotsAgainst","mediumDangerShotsAgainst","highDangerShotsAgainst","lowDangerxGoalsAgainst","mediumDangerxGoalsAgainst","highDangerxGoalsAgainst","lowDangerGoalsAgainst","mediumDangerGoalsAgainst","highDangerGoalsAgainst","scoreAdjustedShotsAttemptsAgainst","unblockedShotAttemptsAgainst","scoreAdjustedUnblockedShotAttemptsAgainst","dZoneGiveawaysAgainst","xGoalsFromxReboundsOfShotsAgainst","xGoalsFromActualReboundsOfShotsAgainst","reboundxGoalsAgainst","totalShotCreditAgainst","scoreAdjustedTotalShotCreditAgainst","scoreFlurryAdjustedTotalShotCreditAgainst"
"NJD",2023,"NJD","NJD","Team Level","5on4",82,0.85,0.88,0.84,22919,335.9,45.3,30.06,72.62,11.18,197.93,101.91,42.11,45.3,42.11,339,120,243,702,46,42,7,67,2,174,128,293,413,15,36,221,22,14,59,300,97,62,8.79,12,24.5,10,7,29,702,459,459,4,7.92,10.43,10.2,43,43,40.98,68.02,7.82,3.65,9.56,2.1,20.7,45.17,7.69,7.82,7.69,66,23,6,95,8,2,1,6,1,17,55,58,81,9,24,187,91,60,25,57,21,11,2.1,2.75,2.97,2,5,1,95,89,89,22,0.83,0.34,0.34,8.31,8.31,8.2
"WSH",2023,"WSH","WSH","Team Level","other",82,0.5,0.45,0.47,8634,131.38,30.5,9.09,25.39,4.74,67,44.29,27.01,30.5,27.01,117,64,50,231,27,18,3,16,2,64,54,90,154,2,4,120,34,24,13,96,42,43,3.7,5.06,21.73,5,3,19,231,181,181,5,2.67,6.54,6.54,26.64,26.64,24.07,146.12,30.93,10.52,27.82,5.17,78.55,49.01,28.49,30.93,28.49,135,67,79,281,24,13,1,24,3,84,54,111,178,7,18,116,26,39,16,108,54,40,4.1,6.46,20.38,7,6,11,281,202,202,7,3.03,3.37,3.37,30.6,30.6,28.57
"WSH",2023,"WSH","WSH","Team Level","all",82,0.47,0.47,0.46,299481,2328.04,236.54,160.18,577.5,81.97,1253.74,909.08,222.18,235.95,221.64,2172,1047,1353,4572,216,294,32,382,17,1151,1159,1956,3003,259,560,2126,1879,628,700,2347,620,252,67.49,77.93,91.12,76,76,64,4542.9,3219,3206.46,399,35.83,62.89,62.98,209.38,208.9,201.65,2693.13,262.5,180.55,658.43,91.11,1455.01,1066.4,249.16,264.12,250.73,2503,1211,1542,5256,252,251,24,521,9,1305,1376,2251,3462,259,560,2431,1855,683,652,2774,639,301,78.45,80.82,103.23,93,96,63,5300.84,3714,3738.96,364,40.23,52.24,52.27,250.45,251.92,243.87
"WSH",2023,"WSH","WSH","Team Level","5on5",82,0.47,0.47,0.46,246250,1820.27,159.46,118.6,466.65,63.77,982.45,733.06,151.84,158.88,151.31,1689,835,1123,3647,143,216,24,310,12,920,923,1546,2381,231,504,1632,1765,544,611,1889,477,158,53.77,60.05,45.64,60,58,25,3617.9,2524,2511.46,358,24.69,43.06,43.58,140.56,140.08,137.12,2119.94,176.72,134.19,539.58,71.33,1139.55,862.62,171.02,178.34,172.61,1961,963,1243,4167,175,191,21,434,5,1010,1109,1786,2749,235,508,1902,1752,567,560,2256,479,189,63.23,61.42,52.07,76,75,24,4211.84,2924,2948.96,318,27.8,39.5,39.54,164.99,166.45,163.69
"WSH",2023,"WSH","WSH","Team Level","4on5",82,0.07,0.08,0.11,22307,44.13,3.5,2.36,7.19,1.61,15.6,31.74,3.48,3.5,3.48,49,13,4,66,3,4,1,4,0,8,43,46,59,10,20,153,40,44,29,45,13,4,1.01,1.53,0.96,1,1,1,66,62,62,28,0.54,0.49,0.18,3.85,3.85,3.84,368.81,49.79,32.72,81.74,12.61,216.88,114.27,44.67,49.79,44.67,345,163,204,712,49,44,2,58,1,195,161,296,459,12,24,221,24,22,41,354,87,67,9.64,10.55,29.6,8,13,28,712,508,508,7,8.69,9,9,49.48,49.48,46.28
"WSH",2023,"WSH","WSH","Team Level","5on4",82,0.9,0.87,0.85,22290,332.27,43.07,30.14,78.27,11.86,188.68,99.98,39.85,43.07,39.85,317,135,176,628,43,56,4,52,3,159,139,274,409,16,32,221,40,16,47,317,88,47,8.99,11.28,22.79,10,14,19,628,452,452,8,7.93,12.8,12.67,38.33,38.33,36.63,58.26,5.06,3.12,9.29,2.01,20.02,40.51,4.98,5.06,4.98,62,18,16,96,4,3,0,5,0,16,52,58,76,5,10,192,53,55,35,56,19,5,1.47,2.4,1.18,2,2,0,96,80,80,32,0.71,0.37,0.37,5.39,5.39,5.32
"ANA",2023,"ANA","ANA","Team Level","other",82,0.43,0.47,0.48,13719,171.06,32.4,12.55,32.32,5.79,94.13,54.8,29.51,32.4,29.51,157,75,74,306,28,22,4,23,2,93,64,129,204,7,14,121,42,20,25,133,51,48,5.52,6.15,20.73,6,8,14,306,232,232,10,3.57,6.67,6.51,29.46,29.46,27.69,188.44,43.67,13.28,35.64,6.68,95.97,60.76,38.58,43.67,38.58,174,82,89,345,31,27,4,35,3,95,65,143,225,5,10,170,43,29,34,131,60,65,5.23,7.34,31.1,6,7,18,345,256,256,13,3.85,9.2,9.2,38.32,38.32,35.07
"ANA",2023,"ANA","ANA","Team Level","all",82,0.44,0.45,0.45,297099,2296.39,219.06,149.97,548.91,77.22,1234.67,926.17,208.71,217.74,207.45,2194,962,1175,4331,203,209,28,466,9,1083,1186,1991,2953,407,914,2115,1914,502,579,2364,535,257,66.37,66.66,86.03,70,60,73,4269.29,3156,3118.32,285,33.42,47.49,47.49,204.98,203.72,198,2799.24,281.69,193.7,664.79,94.3,1533.29,1089.3,266.21,284.82,269.24,2666,1192,1452,5310,293,281,40,541,12,1402,1329,2373,3565,325,741,2419,1588,526,657,2808,759,291,81.13,94.93,105.63,98,112,83,5412.35,3858,3921.8,306,43.73,60.45,60.45,264.92,267.83,258.66
"ANA",2023,"ANA","ANA","Team Level","5on5",82,0.47,0.46,0.46,232464,1764.91,144.61,108.54,442.59,59.43,939.86,727.97,139.07,143.3,137.81,1667,756,921,3344,127,162,19,366,6,808,954,1540,2296,363,816,1549,1781,417,477,1879,394,150,51.52,50.07,43.03,56,44,27,3282.29,2423,2385.32,231,22.49,36.6,36.93,130.16,128.91,126.52,2018.11,164.61,130.51,505.15,67.64,1095.75,826.41,158.61,167.73,161.63,1920,871,1074,3865,174,189,24,397,7,1010,1014,1746,2617,288,661,1752,1455,427,530,2134,513,144,60.97,64.58,39.07,71,78,25,3967.35,2791,2854.8,267,27.08,36.11,36.45,155.18,158.1,155.13
"ANA",2023,"ANA","ANA","Team Level","4on5",82,0.09,0.1,0.11,29061,72.36,6.79,3.6,11.12,2.31,22.93,50.25,6.67,6.79,6.67,81,16,16,113,10,4,1,7,0,19,57,71,87,10,25,254,68,53,37,73,11,13,1.9,1.27,3.62,4,2,4,113,97,97,35,0.84,0.65,0.65,6.98,6.98,6.89,543.51,67.67,47.29,117.1,18.44,326.74,169.76,63.35,67.67,63.35,519,228,276,1023,84,62,12,107,2,282,210,435,663,20,43,300,29,21,70,505,168,74,13.84,20.57,33.25,19,27,38,1023,747,747,4,12.19,14.48,14.14,65.72,65.72,62.78
"ANA",2023,"ANA","ANA","Team Level","5on4",82,0.86,0.88,0.86,21855,288.07,35.26,25.27,62.87,9.69,177.76,93.14,33.45,35.26,33.45,289,115,164,568,38,21,4,70,1,163,111,251,366,27,59,191,23,12,40,279,79,46,7.43,9.18,18.65,4,6,28,568,404,404,9,6.53,3.58,3.42,38.37,38.37,36.9,49.18,5.76,2.61,6.9,1.53,14.83,32.37,5.68,5.76,5.68,53,11,13,77,4,3,0,2,0,15,40,49,60,12,27,197,61,49,23,38,18,8,1.09,2.45,2.22,2,0,2,77,64,64,22,0.59,0.66,0.66,5.69,5.69,5.67
"BUF",2023,"BUF","BUF","Team Level","other",82,0.52,0.56,0.56,10944,171.3,39.57,12.22,30.45,5.73,91.87,55.16,36.55,39.57,36.55,158,77,84,319,29,12,1,25,3,104,62,129,206,2,4,100,49,22,20,131,49,55,4.99,5.8,28.78,7,2,20,319,235,235,5,3.6,3.89,3.89,39.27,39.27,36.72,132.93,37.04,9.5,22.17,4.52,71.42,42.36,32.68,37.04,32.68,120,67,63,250,28,13,1,11,3,71,61,92,159,6,12,141,32,21,22,91,33,63,3.86,4.31,28.87,4,6,18,250,187,187,10,2.71,4.88,4.88,34.87,34.87,31.36
"BUF",2023,"BUF","BUF","Team Level","all",82,0.48,0.5,0.5,297505,2609.81,249.63,175.74,619,86.49,1419.81,1040.34,239.81,249.11,239.32,2535,1056,1335,4926,244,237,31,507,14,1300,1289,2291,3347,289,641,2054,1786,542,491,2688,641,262,80.1,78.14,91.38,112,72,60,4895.03,3591,3571.78,247,38.89,49.68,49.68,238.83,238.28,232.17,2601.98,268.49,181.43,622.78,87.32,1399.92,997.07,253.99,270.95,256.32,2402,1155,1294,4851,243,295,28,475,9,1241,1294,2159,3314,275,601,2508,2077,566,554,2545,699,313,74.45,88.7,105.33,89,76,78,4903.35,3557,3590.7,263,40.47,60.28,60.28,248.67,250.67,241.85
"BUF",2023,"BUF","BUF","Team Level","5on5",82,0.48,0.51,0.51,242845,2051.68,168.58,133.19,508.3,68.48,1112.69,836.76,163.53,168.07,163.04,1977,851,1096,3924,175,190,27,410,7,1003,1043,1802,2653,265,582,1600,1606,436,414,2183,478,167,63.76,58.74,46.08,92,59,24,3893.03,2828,2808.78,219,27.57,38.51,39.33,156.82,156.28,153.97,2023.19,181.85,132.84,505.68,67.75,1077.4,796.47,174.39,184.31,176.72,1844,918,1059,3821,159,234,21,391,4,949,1025,1685,2603,244,528,1907,1951,489,465,2020,555,187,58.52,71.15,52.18,71,56,32,3873.35,2762,2795.7,233,27.67,45.57,45.57,163.95,165.95,162.78
"BUF",2023,"BUF","BUF","Team Level","4on5",82,0.12,0.13,0.14,22731,62.6,5.67,3.33,9.61,1.89,20.02,42.48,5.57,5.67,5.57,71,12,19,102,6,5,0,8,0,19,45,65,77,10,29,167,109,62,16,58,19,6,1.99,2.27,1.4,3,3,0,102,83,83,15,0.75,1.03,1.03,5.4,5.4,5.36,383.74,43.02,35.45,85.16,12.95,230.5,116.94,40.45,43.02,40.45,376,148,165,689,47,45,6,70,1,208,153,329,477,17,43,260,33,15,54,380,90,54,10.56,10.52,21.94,12,9,26,689,524,524,9,9.27,9,9,43.29,43.29,41.17
"BUF",2023,"BUF","BUF","Team Level","5on4",82,0.84,0.86,0.84,20985,324.23,35.8,27,70.65,10.39,195.21,105.95,34.15,35.8,34.15,329,116,136,581,34,30,3,64,4,174,139,295,411,12,26,187,22,22,41,316,95,34,9.37,11.31,15.12,10,8,16,581,445,445,8,6.96,6.25,5.43,37.34,37.34,36.12,62.12,6.58,3.65,9.79,2.1,20.6,41.3,6.48,6.58,6.48,62,22,7,91,9,3,0,3,1,13,55,53,75,8,18,200,61,41,13,54,21,9,1.51,2.72,2.34,2,5,2,91,84,84,11,0.82,0.83,0.83,6.57,6.57,6.54
"STL",2023,"STL","STL","Team Level","other",82,0.55,0.56,0.57,10616,167.49,44.05,11.41,29.16,5.74,89.18,54.45,39.65,44.05,39.65,149,85,71,305,30,19,2,37,3,84,61,119,204,4,8,142,24,28,24,106,61,67,4.45,7.37,32.23,3,5,22,305,234,234,11,3.46,8.26,8.26,39.25,39.25,36.7,129.96,36.72,8.47,20.54,4.12,65.26,41.88,35.21,36.72,35.21,120,57,66,243,32,10,2,21,2,70,42,88,145,3,4,122,23,34,16,83,43,51,3.56,5.82,27.34,3,4,25,243,177,177,9,2.53,2.81,2.81,36.45,36.45,35.21
"STL",2023,"STL","STL","Team Level","all",82,0.47,0.47,0.47,298647,2449.8,238.92,163.65,584.77,81.86,1324.54,975.25,226.81,239.56,227.37,2370,999,1182,4551,234,228,26,511,10,1113,1273,2136,3135,251,550,2253,1653,726,621,2511,596,262,70.63,74.8,93.5,82,76,76,4544.72,3369,3371.47,348,36.86,51.45,51.52,224.27,224.75,218.56,2768.99,273.42,189.08,664.95,93.95,1493.91,1088.7,261,273.04,260.68,2637,1167,1346,5150,248,282,30,581,12,1318,1363,2389,3556,282,627,2262,1489,807,581,2753,763,288,76.14,95.38,101.9,77,92,79,5161.21,3804,3809.89,283,41.98,57.81,57.81,257.6,257.8,250.94
"STL",2023,"STL","STL","Team Level","5on5",82,0.44,0.45,0.46,243253,1859.26,149.75,116.34,466.14,61.87,999.02,761.88,144.28,150.38,144.84,1811,744,921,3476,151,173,18,396,6,827,1002,1660,2404,225,495,1697,1579,611,527,1977,438,140,54.46,55.56,39.73,67,58,26,3469.72,2555,2557.47,309,24.08,35.47,35.53,138.29,138.77,136.52,2216.42,188.3,143.64,555.85,75.64,1199.59,895.98,180.55,187.91,180.23,2124,935,1141,4200,167,228,20,494,10,1041,1119,1957,2892,254,572,1768,1370,660,504,2280,605,174,62.99,75.24,50.07,71,72,24,4211.21,3059,3064.89,251,29.88,46.34,46.34,171.83,172.03,168.89
"STL",2023,"STL","STL","Team Level","4on5",82,0.15,0.13,0.16,20942,67.15,7.03,3.58,10.34,2.2,22.3,45.55,6.93,7.03,6.93,71,20,4,95,11,3,0,7,0,12,58,60,80,4,8,177,35,64,29,60,22,9,1.62,2.81,2.59,3,4,4,95,91,91,27,0.82,0.61,0.61,7.23,7.23,7.2,357.22,41.2,33.59,78.69,12.16,209.42,108.94,38.23,41.2,38.23,327,157,132,616,44,41,7,63,0,195,141,283,440,10,20,195,19,23,39,336,95,53,7.97,11.63,21.59,3,15,26,616,484,484,4,8.79,7.74,7.74,42.27,42.27,39.88
"STL",2023,"STL","STL","Team Level","5on4",82,0.84,0.88,0.85,23836,355.91,38.1,32.32,79.12,12.06,214.04,113.37,35.95,38.1,35.95,339,150,186,675,42,33,6,71,1,190,152,297,447,18,39,237,15,23,41,368,75,46,10.08,9.07,18.95,9,9,24,675,489,489,1,8.51,7.11,7.11,39.5,39.5,38.13,65.39,7.2,3.38,9.88,2.02,19.63,41.91,7,7.2,7,66,18,7,91,5,3,1,3,0,12,61,61,79,15,31,177,77,90,22,54,20,10,1.61,2.69,2.9,0,1,4,91,84,84,19,0.78,0.91,0.91,7.07,7.07,6.96
"PHI",2023,"PHI","PHI","Team Level","other",82,0.43,0.47,0.48,11371,157.61,29.04,10.97,31.41,5.36,85.33,54.89,27.2,29.04,27.2,160,57,71,288,25,16,3,26,0,71,79,135,192,10,20,129,37,26,19,134,43,40,4.88,5.49,18.68,5,4,16,288,217,217,8,3.16,4.9,4.85,27.35,27.35,25.9,172.92,37.76,11.85,32.19,5.67,86.53,58,33.87,37.76,33.87,157,75,99,331,39,18,6,20,0,92,63,118,193,5,10,142,32,36,25,124,60,48,5.16,7.36,25.24,10,7,22,331,232,232,12,3.38,6.28,6.22,34.91,34.91,32.96
"PHI",2023,"PHI","PHI","Team Level","all",82,0.5,0.52,0.54,298612,2776.19,242.31,186.96,690.09,94.54,1509.15,1103.95,232.5,242.74,232.93,2708,1119,1425,5252,231,264,30,572,2,1305,1453,2477,3596,297,672,2321,2022,496,507,2942,624,261,79.76,78.21,84.34,95,78,58,5226.19,3827,3816.52,321,41.26,53.41,53.41,230.15,230.53,225.46,2384.73,238.06,160.64,579.79,80.95,1276.9,943.65,225.08,238.86,225.79,2225,1055,1637,4917,258,246,34,414,10,1155,1197,1967,3022,316,703,2351,1810,497,698,2430,580,270,67.41,74.05,96.6,106,81,71,4935.88,3280,3292.3,389,35.87,53.81,54.38,219.55,220.32,214.05
"PHI",2023,"PHI","PHI","Team Level","5on5",82,0.52,0.52,0.54,239293,2164.21,167.97,138.5,563.23,74.02,1169.7,866.59,162.17,168.4,162.6,2083,897,1129,4109,164,202,18,476,2,1009,1127,1919,2816,258,594,1797,1877,383,417,2335,486,159,61.28,61.02,45.68,76,62,26,4083.19,2980,2969.52,277,28.71,38.37,38.64,158.04,158.41,155.94,1839.33,155.6,117.83,468.43,62.35,984.88,740.89,149.9,156.4,150.62,1708,822,1323,3853,180,183,21,339,6,884,938,1528,2350,280,631,1816,1689,396,567,1922,446,162,52.45,57.58,45.57,85,68,27,3871.88,2530,2542.3,324,24.51,37.3,37.3,142.81,143.58,141.21
"PHI",2023,"PHI","PHI","Team Level","4on5",82,0.2,0.19,0.24,22749,98.12,9.71,5.14,14.93,3.05,31.37,67.8,9.59,9.71,9.59,112,20,12,144,16,5,2,6,0,26,79,96,116,8,16,175,74,61,36,95,22,15,2.94,2.86,3.9,6,6,4,144,132,132,33,1.18,1.26,1.31,9.57,9.57,9.53,305.07,38.59,27.28,68.89,10.67,182.85,96.72,35.27,38.59,35.27,280,145,207,632,35,41,7,51,4,164,130,245,390,22,44,217,24,19,64,312,62,51,7.67,7.5,23.41,9,5,21,632,425,425,12,7.13,9.45,10.08,35.64,35.64,33.72
"PHI",2023,"PHI","PHI","Team Level","5on4",82,0.85,0.88,0.84,25199,356.26,35.59,32.35,80.53,12.11,222.75,114.67,33.53,35.59,33.53,353,145,213,711,26,41,7,64,0,199,168,327,472,21,42,220,34,26,35,378,73,47,10.66,8.84,16.08,8,6,12,711,498,498,3,8.21,8.88,8.61,35.2,35.2,34.09,67.41,6.11,3.68,10.28,2.26,22.64,48.04,6.04,6.11,6.04,80,13,8,101,4,4,0,4,0,15,66,76,89,9,18,176,65,46,42,72,12,9,2.12,1.6,2.38,2,1,1,101,93,93,41,0.85,0.77,0.77,6.19,6.19,6.15
"TOR",2023,"TOR","TOR","Team Level","other",82,0.57,0.52,0.54,10389,206.42,45.4,15.57,37.26,6.91,107.02,62.84,36.21,45.4,36.21,186,89,79,354,41,29,2,32,3,100,70,145,234,6,12,150,34,22,30,137,65,73,5.6,8.11,31.68,12,9,20,354,275,275,11,4.61,10.91,10.91,39.11,39.11,33.36,169.53,33.92,11.92,31.7,5.89,89.49,57.09,31.4,33.92,31.4,162,68,92,322,34,14,1,34,0,84,64,128,196,8,16,130,41,35,29,125,59,46,5.32,7.06,21.54,7,9,18,322,230,230,14,3.46,5.06,5.06,32.31,32.31,30.51
"TOR",2023,"TOR","TOR","Team Level","all",82,0.52,0.51,0.51,299754,2802.52,291.39,193.64,674.1,94.01,1494.54,1063.33,269.9,293.1,271.56,2671,1140,1435,5246,298,279,21,521,14,1342,1357,2373,3513,300,673,2478,2276,625,787,2715,756,340,77.92,95.57,117.9,111,106,81,5301.85,3811,3844.49,428,43.62,62.88,62.88,272.13,273.83,260.8,2641.23,264.68,180.27,643.93,90.21,1423.62,1025.29,252.27,264.58,252.21,2446,1182,1447,5075,261,279,31,485,10,1330,1263,2185,3367,296,681,2159,2527,592,748,2669,637,322,76.03,78.34,110.3,95,85,81,5040.38,3628,3615.91,457,40.34,61.95,62.09,242.92,242.75,236.45
"TOR",2023,"TOR","TOR","Team Level","5on5",82,0.51,0.51,0.51,245453,2154.1,185.64,140.61,544.27,72.56,1153.2,846.71,177.89,187.36,179.55,2055,888,1159,4102,200,206,15,424,10,1020,1083,1855,2743,265,599,1914,2118,528,671,2192,563,188,61.52,71.81,52.31,86,80,34,4157.85,2943,2976.49,375,29.36,39.99,39.99,175.01,176.71,172.62,2027.65,177.4,133.02,520.02,69.6,1090.09,799.87,169.72,177.31,169.66,1854,936,1162,3952,170,225,26,366,7,1021,1001,1684,2620,260,601,1634,2355,468,641,2117,468,205,59.89,58.46,59.06,81,59,30,3917.37,2790,2777.91,412,27.72,47.41,47.68,157.44,157.26,154.42
"TOR",2023,"TOR","TOR","Team Level","4on5",82,0.13,0.12,0.15,22337,64.48,6.6,3.39,10.21,2.12,20.79,42.88,6.46,6.6,6.46,66,20,8,94,5,2,0,3,0,17,59,61,81,13,27,184,94,57,43,62,15,9,1.7,2.14,2.77,3,1,1,94,86,86,39,0.78,0.54,0.54,6.85,6.85,6.7,364.85,46.05,31.23,79.85,12.23,218.72,115.92,43.95,46.05,43.95,354,150,176,680,50,34,4,78,3,202,137,304,454,16,35,218,43,28,45,354,92,58,8.84,10.73,26.47,6,13,31,680,504,504,4,8.24,8.13,8.01,46.28,46.28,44.69
"TOR",2023,"TOR","TOR","Team Level","5on4",82,0.88,0.85,0.83,21575,377.51,53.74,34.07,82.35,12.42,213.52,110.91,49.34,53.74,49.34,364,143,189,696,52,42,4,62,1,205,145,312,455,16,35,230,30,18,43,324,113,70,9.09,13.51,31.14,10,16,26,696,507,507,3,8.86,11.44,11.44,51.15,51.15,48.12,79.21,7.31,4.11,12.36,2.49,25.32,52.42,7.2,7.31,7.2,76,28,17,121,7,6,0,7,0,23,61,69,97,12,29,177,88,61,33,73,18,13,1.99,2.09,3.24,1,4,2,121,104,104,27,0.92,1.35,1.35,6.89,6.89,6.84
"ARI",2023,"ARI","ARI","Team Level","other",82,0.46,0.46,0.47,11160,145.22,34.33,9.8,25.55,4.6,75.49,48.22,32.2,34.33,32.2,135,63,59,257,24,13,3,16,0,82,63,111,174,10,18,97,50,25,21,105,42,51,3.45,5.33,25.54,5,1,18,257,198,198,5,2.76,4.4,4.4,32.7,32.7,31.2,163.42,40.79,11.33,28.66,5.65,88.08,50.49,37.43,40.79,37.43,152,73,73,298,40,12,2,28,0,85,60,112,185,7,14,145,31,13,14,113,52,60,4.44,6.31,30.04,6,8,26,298,225,225,8,3.45,3.42,3.26,40.97,40.97,38.24
"ARI",2023,"ARI","ARI","Team Level","all",82,0.48,0.48,0.47,297842,2450.11,248.07,167.77,584.96,82.06,1326.72,959.43,237.38,247.68,237.03,2275,1094,1281,4650,254,254,28,464,9,1181,1207,2021,3115,329,754,2113,1848,474,669,2492,584,293,70.97,72.86,104.25,89,79,86,4628.24,3369,3353.85,336,37.16,48.72,48.81,236.43,236.2,229.96,2739.13,273.42,187.9,660.8,94.19,1488.64,1081.06,257.56,275,259.13,2600,1186,1344,5130,274,265,30,562,9,1302,1374,2326,3512,319,733,2574,2009,538,629,2812,666,308,80.73,81.53,111.17,109,76,89,5174.24,3786,3822.23,305,42.27,54.14,54.14,261.56,262.86,252.98
"ARI",2023,"ARI","ARI","Team Level","5on5",82,0.48,0.49,0.48,239325,1925.32,162.66,127.03,484.3,65.34,1041.26,769.41,156.69,162.26,156.34,1773,877,1074,3724,172,214,23,393,6,904,961,1601,2478,296,682,1638,1698,399,579,2028,444,178,57.35,55.69,49.62,77,62,33,3702.24,2650,2634.85,310,26.41,39.39,39.92,149.14,148.91,146.26,2086.59,173.26,135.14,529.79,71.52,1124.22,849.06,166.49,174.84,168.06,1970,913,1067,3950,172,203,22,435,8,980,1085,1798,2711,288,660,1948,1869,467,538,2221,489,173,63.55,60.04,49.69,89,52,31,3994.24,2883,2919.23,278,28.07,40.77,40.83,160.5,161.79,159.06
"ARI",2023,"ARI","ARI","Team Level","4on5",82,0.08,0.11,0.12,24363,58.06,4.91,3.1,9.15,1.96,19.88,41,4.9,4.91,4.9,61,19,13,93,7,0,0,2,0,15,56,54,73,12,29,194,74,40,16,60,14,6,1.39,2,1.52,2,2,3,93,80,80,15,0.71,0,0,5.62,5.62,5.62,425.43,54.24,38.38,92.64,14.99,255.16,135.6,48.55,54.24,48.55,408,183,195,786,55,47,6,92,1,227,169,353,536,14,36,270,31,10,57,410,110,71,10.64,13.3,30.3,11,13,31,786,591,591,3,10.07,9.45,9.55,54.76,54.76,50.35
"ARI",2023,"ARI","ARI","Team Level","5on4",82,0.9,0.86,0.84,22994,321.5,46.17,27.83,65.95,10.16,190.09,100.8,43.58,46.17,43.58,306,135,135,576,51,27,2,53,3,180,127,255,390,11,25,184,26,10,53,299,84,58,8.77,9.83,27.57,5,14,32,576,441,441,6,7.28,4.94,4.49,48.96,48.96,46.88,63.69,5.12,3.05,9.7,2.03,21.18,45.91,5.09,5.12,5.09,70,17,9,96,7,3,0,7,0,10,60,63,80,10,23,211,78,48,20,68,15,4,2.09,1.89,1.15,3,3,1,96,87,87,16,0.7,0.49,0.49,5.33,5.33,5.31
"BOS",2023,"BOS","BOS","Team Level","other",82,0.49,0.46,0.46,12066,163.05,33.03,11.01,30.58,5.68,79.87,59.83,31.4,33.03,31.4,174,46,72,292,32,13,1,31,3,68,73,142,188,10,25,176,56,34,37,112,64,44,4.36,8.11,20.56,6,10,16,292,220,220,15,3.06,4.27,3.64,32.45,32.45,31.22,193.36,34.55,15.04,38.45,6.96,106.29,61.7,32.11,34.55,32.11,177,86,77,340,40,25,7,32,3,84,79,137,223,10,21,149,47,27,28,147,67,49,5.82,7.95,20.79,7,10,23,340,263,263,11,4.33,7.17,7.17,31.71,31.71,30.43
"BOS",2023,"BOS","BOS","Team Level","all",82,0.5,0.47,0.48,300161,2475.73,255.98,174.56,576.9,83.71,1322.39,969.47,244.51,258.56,246.93,2399,984,1227,4610,263,264,35,430,14,1173,1239,2136,3120,320,708,2298,2257,516,698,2397,681,305,69.24,85.55,101.18,79,93,91,4684.95,3383,3430.48,314,38.94,57.78,57.78,237.14,239.2,233.61,2685.66,253.27,182.14,656.54,91.77,1439.72,1055.56,241.2,251.87,239.87,2505,1174,1418,5097,221,265,44,582,19,1332,1260,2284,3458,294,652,2344,2381,659,688,2753,624,302,76.87,78.65,97.75,68,65,88,5026.36,3679,3638.8,306,40.8,56.94,56.94,237.13,235.84,229.53
